image,target,binary_target,fold
57594_000923_Endzone_152_3.png,0,0,1
57594_000923_Endzone_152_4.png,0,0,1
57594_000923_Endzone_152_5.png,1,1,1
57594_000923_Endzone_152_6.png,0,0,1
57594_000923_Endzone_152_7.png,0,0,1
57594_000923_Endzone_152_8.png,0,0,1
57594_000923_Endzone_152_9.png,0,0,1
57594_000923_Endzone_152_10.png,0,0,1
57594_000923_Endzone_152_11.png,0,0,1
57594_000923_Endzone_152_12.png,0,0,1
57594_000923_Endzone_152_13.png,0,0,1
57594_000923_Endzone_152_14.png,0,0,1
57594_000923_Endzone_152_15.png,1,1,1
57594_000923_Endzone_152_16.png,0,0,1
57594_000923_Endzone_190_0.png,0,0,1
57594_000923_Endzone_190_1.png,0,0,1
57594_000923_Endzone_190_2.png,0,0,1
57594_000923_Endzone_190_3.png,0,0,1
57594_000923_Endzone_190_4.png,0,0,1
57594_000923_Endzone_190_5.png,0,0,1
57594_000923_Endzone_190_6.png,2,1,1
57594_000923_Endzone_190_7.png,0,0,1
57594_000923_Endzone_190_8.png,0,0,1
57594_000923_Endzone_190_9.png,0,0,1
57594_000923_Endzone_190_10.png,0,0,1
57594_000923_Endzone_190_11.png,0,0,1
57594_000923_Endzone_190_12.png,0,0,1
57594_000923_Endzone_190_13.png,0,0,1
57594_000923_Endzone_190_14.png,0,0,1
57594_000923_Endzone_190_15.png,0,0,1
57594_000923_Endzone_236_0.png,0,0,1
57594_000923_Endzone_236_1.png,3,1,1
57594_000923_Endzone_236_2.png,0,0,1
57594_000923_Endzone_236_3.png,0,0,1
57594_000923_Endzone_236_4.png,0,0,1
57594_000923_Endzone_236_5.png,0,0,1
57594_000923_Endzone_236_6.png,0,0,1
57594_000923_Endzone_236_7.png,0,0,1
57594_000923_Endzone_236_8.png,0,0,1
57594_000923_Endzone_236_9.png,0,0,1
57594_000923_Endzone_236_10.png,0,0,1
57594_000923_Endzone_236_11.png,0,0,1
57594_000923_Endzone_236_12.png,0,0,1
57594_000923_Endzone_236_13.png,0,0,1
57594_000923_Endzone_236_14.png,0,0,1
57594_000923_Endzone_236_15.png,0,0,1
57594_000923_Endzone_252_0.png,0,0,1
57594_000923_Endzone_252_1.png,0,0,1
57594_000923_Endzone_252_2.png,0,0,1
57594_000923_Endzone_252_3.png,0,0,1
57594_000923_Endzone_252_4.png,0,0,1
57594_000923_Endzone_252_5.png,0,0,1
57594_000923_Endzone_252_6.png,0,0,1
57594_000923_Endzone_252_7.png,0,0,1
57594_000923_Endzone_252_8.png,0,0,1
57594_000923_Endzone_252_9.png,0,0,1
57594_000923_Endzone_252_10.png,0,0,1
57594_000923_Endzone_252_11.png,0,0,1
57594_000923_Endzone_252_12.png,2,1,1
57594_000923_Endzone_252_13.png,0,0,1
57594_000923_Endzone_252_14.png,0,0,1
57594_000923_Endzone_252_15.png,0,0,1
57594_000923_Endzone_279_0.png,0,0,1
57594_000923_Endzone_279_1.png,0,0,1
57594_000923_Endzone_279_2.png,0,0,1
57594_000923_Endzone_279_3.png,0,0,1
57594_000923_Endzone_279_4.png,0,0,1
57594_000923_Endzone_279_5.png,0,0,1
57594_000923_Endzone_279_6.png,0,0,1
57594_000923_Endzone_279_7.png,0,0,1
57594_000923_Endzone_279_8.png,0,0,1
57594_000923_Endzone_279_9.png,0,0,1
57594_000923_Endzone_279_10.png,3,1,1
57594_000923_Endzone_279_11.png,0,0,1
57594_000923_Endzone_279_12.png,0,0,1
57594_000923_Endzone_279_13.png,0,0,1
57594_000923_Endzone_279_14.png,0,0,1
57594_000923_Endzone_279_15.png,0,0,1
57594_000923_Endzone_301_0.png,1,1,1
57594_000923_Endzone_301_1.png,0,0,1
57594_000923_Endzone_301_2.png,0,0,1
57594_000923_Endzone_301_3.png,0,0,1
57594_000923_Endzone_301_4.png,0,0,1
57594_000923_Endzone_301_5.png,0,0,1
57594_000923_Endzone_301_6.png,0,0,1
57594_000923_Endzone_301_7.png,0,0,1
57594_000923_Endzone_301_8.png,0,0,1
57594_000923_Endzone_301_9.png,0,0,1
57594_000923_Endzone_301_10.png,0,0,1
57594_000923_Endzone_301_11.png,0,0,1
57594_000923_Endzone_301_12.png,1,1,1
57594_000923_Endzone_301_13.png,0,0,1
57594_000923_Endzone_301_14.png,0,0,1
57594_000923_Endzone_321_0.png,0,0,1
57594_000923_Endzone_321_1.png,0,0,1
57594_000923_Endzone_321_2.png,0,0,1
57594_000923_Endzone_321_3.png,0,0,1
57594_000923_Endzone_321_4.png,0,0,1
57594_000923_Endzone_321_5.png,0,0,1
57594_000923_Endzone_321_6.png,2,1,1
57594_000923_Endzone_321_7.png,0,0,1
57594_000923_Endzone_321_8.png,0,0,1
57594_000923_Endzone_321_9.png,0,0,1
57594_000923_Endzone_321_10.png,0,0,1
57594_000923_Endzone_321_11.png,0,0,1
57594_000923_Endzone_321_12.png,0,0,1
57594_000923_Endzone_321_13.png,0,0,1
57594_000923_Endzone_321_14.png,0,0,1
57594_000923_Endzone_488_1.png,0,0,1
57594_000923_Endzone_488_2.png,0,0,1
57594_000923_Endzone_488_3.png,0,0,1
57594_000923_Endzone_488_4.png,0,0,1
57594_000923_Endzone_488_5.png,0,0,1
57594_000923_Endzone_488_6.png,0,0,1
57594_000923_Endzone_488_7.png,0,0,1
57594_000923_Endzone_488_8.png,0,0,1
57594_000923_Endzone_488_9.png,0,0,1
57594_000923_Endzone_488_10.png,0,0,1
57594_000923_Endzone_488_11.png,0,0,1
57594_000923_Endzone_488_12.png,0,0,1
57594_000923_Endzone_488_13.png,0,0,1
57594_000923_Endzone_488_14.png,0,0,1
57594_000923_Sideline_39_0.png,0,0,1
57594_000923_Sideline_39_1.png,0,0,1
57594_000923_Sideline_39_2.png,1,1,1
57594_000923_Sideline_39_3.png,0,0,1
57594_000923_Sideline_39_4.png,0,0,1
57594_000923_Sideline_39_5.png,0,0,1
57594_000923_Sideline_39_6.png,0,0,1
57594_000923_Sideline_39_7.png,0,0,1
57594_000923_Sideline_39_8.png,0,0,1
57594_000923_Sideline_39_9.png,0,0,1
57594_000923_Sideline_39_10.png,0,0,1
57594_000923_Sideline_39_11.png,0,0,1
57594_000923_Sideline_39_12.png,0,0,1
57594_000923_Sideline_39_13.png,0,0,1
57594_000923_Sideline_39_14.png,0,0,1
57594_000923_Sideline_39_15.png,0,0,1
57594_000923_Sideline_39_16.png,0,0,1
57594_000923_Sideline_39_17.png,0,0,1
57594_000923_Sideline_39_18.png,1,1,1
57594_000923_Sideline_39_19.png,0,0,1
57594_000923_Sideline_39_20.png,0,0,1
57594_000923_Sideline_39_21.png,0,0,1
57594_000923_Sideline_49_0.png,0,0,1
57594_000923_Sideline_49_1.png,1,1,1
57594_000923_Sideline_49_2.png,0,0,1
57594_000923_Sideline_49_3.png,0,0,1
57594_000923_Sideline_49_4.png,0,0,1
57594_000923_Sideline_49_5.png,0,0,1
57594_000923_Sideline_49_6.png,0,0,1
57594_000923_Sideline_49_7.png,0,0,1
57594_000923_Sideline_49_8.png,0,0,1
57594_000923_Sideline_49_9.png,0,0,1
57594_000923_Sideline_49_10.png,1,1,1
57594_000923_Sideline_49_11.png,0,0,1
57594_000923_Sideline_49_12.png,0,0,1
57594_000923_Sideline_49_13.png,0,0,1
57594_000923_Sideline_49_14.png,0,0,1
57594_000923_Sideline_49_15.png,0,0,1
57594_000923_Sideline_49_16.png,0,0,1
57594_000923_Sideline_49_17.png,0,0,1
57594_000923_Sideline_49_18.png,0,0,1
57594_000923_Sideline_49_19.png,0,0,1
57594_000923_Sideline_49_20.png,0,0,1
57594_000923_Sideline_49_21.png,0,0,1
57594_000923_Sideline_107_0.png,0,0,1
57594_000923_Sideline_107_1.png,0,0,1
57594_000923_Sideline_107_2.png,0,0,1
57594_000923_Sideline_107_3.png,0,0,1
57594_000923_Sideline_107_4.png,0,0,1
57594_000923_Sideline_107_5.png,0,0,1
57594_000923_Sideline_107_6.png,0,0,1
57594_000923_Sideline_107_7.png,0,0,1
57594_000923_Sideline_107_8.png,0,0,1
57594_000923_Sideline_107_9.png,1,1,1
57594_000923_Sideline_107_10.png,0,0,1
57594_000923_Sideline_107_11.png,0,0,1
57594_000923_Sideline_107_12.png,0,0,1
57594_000923_Sideline_107_13.png,1,1,1
57594_000923_Sideline_107_14.png,0,0,1
57594_000923_Sideline_107_15.png,0,0,1
57594_000923_Sideline_107_16.png,0,0,1
57594_000923_Sideline_107_17.png,0,0,1
57594_000923_Sideline_107_18.png,0,0,1
57594_000923_Sideline_107_19.png,0,0,1
57594_000923_Sideline_107_20.png,0,0,1
57594_000923_Sideline_107_21.png,0,0,1
57594_000923_Sideline_108_0.png,0,0,1
57594_000923_Sideline_108_1.png,0,0,1
57594_000923_Sideline_108_2.png,0,0,1
57594_000923_Sideline_108_3.png,1,1,1
57594_000923_Sideline_108_4.png,0,0,1
57594_000923_Sideline_108_5.png,0,0,1
57594_000923_Sideline_108_6.png,0,0,1
57594_000923_Sideline_108_7.png,0,0,1
57594_000923_Sideline_108_8.png,0,0,1
57594_000923_Sideline_108_9.png,0,0,1
57594_000923_Sideline_108_10.png,0,0,1
57594_000923_Sideline_108_11.png,0,0,1
57594_000923_Sideline_108_12.png,0,0,1
57594_000923_Sideline_108_13.png,0,0,1
57594_000923_Sideline_108_14.png,0,0,1
57594_000923_Sideline_108_15.png,0,0,1
57594_000923_Sideline_108_16.png,0,0,1
57594_000923_Sideline_108_17.png,0,0,1
57594_000923_Sideline_108_18.png,0,0,1
57594_000923_Sideline_108_19.png,0,0,1
57594_000923_Sideline_108_20.png,1,1,1
57594_000923_Sideline_108_21.png,0,0,1
57594_000923_Sideline_111_0.png,0,0,1
57594_000923_Sideline_111_1.png,0,0,1
57594_000923_Sideline_111_2.png,0,0,1
57594_000923_Sideline_111_3.png,0,0,1
57594_000923_Sideline_111_4.png,0,0,1
57594_000923_Sideline_111_5.png,0,0,1
57594_000923_Sideline_111_6.png,0,0,1
57594_000923_Sideline_111_7.png,0,0,1
57594_000923_Sideline_111_8.png,0,0,1
57594_000923_Sideline_111_9.png,0,0,1
57594_000923_Sideline_111_10.png,0,0,1
57594_000923_Sideline_111_11.png,1,1,1
57594_000923_Sideline_111_12.png,0,0,1
57594_000923_Sideline_111_13.png,0,0,1
57594_000923_Sideline_111_14.png,0,0,1
57594_000923_Sideline_111_15.png,0,0,1
57594_000923_Sideline_111_16.png,0,0,1
57594_000923_Sideline_111_17.png,1,1,1
57594_000923_Sideline_111_18.png,0,0,1
57594_000923_Sideline_111_19.png,0,0,1
57594_000923_Sideline_111_20.png,0,0,1
57594_000923_Sideline_111_21.png,0,0,1
57594_000923_Sideline_153_0.png,0,0,1
57594_000923_Sideline_153_1.png,0,0,1
57594_000923_Sideline_153_2.png,0,0,1
57594_000923_Sideline_153_3.png,0,0,1
57594_000923_Sideline_153_4.png,0,0,1
57594_000923_Sideline_153_5.png,0,0,1
57594_000923_Sideline_153_6.png,0,0,1
57594_000923_Sideline_153_7.png,1,1,1
57594_000923_Sideline_153_8.png,0,0,1
57594_000923_Sideline_153_9.png,0,0,1
57594_000923_Sideline_153_10.png,0,0,1
57594_000923_Sideline_153_11.png,0,0,1
57594_000923_Sideline_153_12.png,0,0,1
57594_000923_Sideline_153_13.png,0,0,1
57594_000923_Sideline_153_14.png,0,0,1
57594_000923_Sideline_153_15.png,0,0,1
57594_000923_Sideline_153_16.png,1,1,1
57594_000923_Sideline_153_17.png,0,0,1
57594_000923_Sideline_153_18.png,0,0,1
57594_000923_Sideline_153_19.png,0,0,1
57594_000923_Sideline_153_20.png,0,0,1
57594_000923_Sideline_253_0.png,0,0,1
57594_000923_Sideline_253_1.png,0,0,1
57594_000923_Sideline_253_2.png,0,0,1
57594_000923_Sideline_253_3.png,0,0,1
57594_000923_Sideline_253_4.png,0,0,1
57594_000923_Sideline_253_5.png,0,0,1
57594_000923_Sideline_253_6.png,0,0,1
57594_000923_Sideline_253_7.png,0,0,1
57594_000923_Sideline_253_8.png,0,0,1
57594_000923_Sideline_253_9.png,0,0,1
57594_000923_Sideline_253_10.png,0,0,1
57594_000923_Sideline_253_11.png,0,0,1
57594_000923_Sideline_253_12.png,0,0,1
57594_000923_Sideline_253_13.png,0,0,1
57594_000923_Sideline_253_14.png,0,0,1
57594_000923_Sideline_253_15.png,0,0,1
57594_000923_Sideline_253_16.png,0,0,1
57594_000923_Sideline_253_17.png,0,0,1
57594_000923_Sideline_253_18.png,0,0,1
57594_000923_Sideline_253_19.png,2,1,1
57594_000923_Sideline_253_20.png,0,0,1
57594_000923_Sideline_253_21.png,0,0,1
57594_000923_Sideline_301_0.png,0,0,1
57594_000923_Sideline_301_1.png,0,0,1
57594_000923_Sideline_301_2.png,0,0,1
57594_000923_Sideline_301_3.png,0,0,1
57594_000923_Sideline_301_4.png,0,0,1
57594_000923_Sideline_301_5.png,0,0,1
57594_000923_Sideline_301_6.png,0,0,1
57594_000923_Sideline_301_7.png,0,0,1
57594_000923_Sideline_301_8.png,1,1,1
57594_000923_Sideline_301_9.png,0,0,1
57594_000923_Sideline_301_10.png,0,0,1
57594_000923_Sideline_301_11.png,0,0,1
57594_000923_Sideline_301_12.png,1,1,1
57594_000923_Sideline_301_13.png,0,0,1
57594_000923_Sideline_301_14.png,0,0,1
57594_000923_Sideline_301_15.png,0,0,1
57594_000923_Sideline_301_16.png,0,0,1
57594_000923_Sideline_301_17.png,0,0,1
57594_000923_Sideline_301_18.png,0,0,1
57594_000923_Sideline_322_0.png,0,0,1
57594_000923_Sideline_322_1.png,0,0,1
57594_000923_Sideline_322_2.png,0,0,1
57594_000923_Sideline_322_3.png,0,0,1
57594_000923_Sideline_322_4.png,0,0,1
57594_000923_Sideline_322_5.png,0,0,1
57594_000923_Sideline_322_6.png,0,0,1
57594_000923_Sideline_322_7.png,0,0,1
57594_000923_Sideline_322_8.png,2,1,1
57594_000923_Sideline_322_9.png,0,0,1
57594_000923_Sideline_322_10.png,0,0,1
57594_000923_Sideline_322_11.png,0,0,1
57594_000923_Sideline_322_12.png,0,0,1
57594_000923_Sideline_322_13.png,0,0,1
57594_000923_Sideline_322_14.png,0,0,1
57594_000923_Sideline_322_15.png,0,0,1
57594_000923_Sideline_322_16.png,0,0,1
57594_000923_Sideline_322_17.png,0,0,1
57594_000923_Sideline_322_18.png,0,0,1
57594_000923_Sideline_488_0.png,0,0,1
57594_000923_Sideline_488_1.png,0,0,1
57594_000923_Sideline_488_2.png,0,0,1
57594_000923_Sideline_488_3.png,0,0,1
57594_000923_Sideline_488_5.png,0,0,1
57594_000923_Sideline_488_6.png,0,0,1
57594_000923_Sideline_488_7.png,0,0,1
57594_000923_Sideline_488_8.png,0,0,1
57594_000923_Sideline_488_9.png,0,0,1
57594_000923_Sideline_488_10.png,0,0,1
57594_000923_Sideline_488_11.png,0,0,1
57594_000923_Sideline_488_12.png,0,0,1
57594_000923_Sideline_488_13.png,0,0,1
57594_000923_Sideline_488_14.png,0,0,1
57679_003316_Endzone_56_0.png,0,0,1
57679_003316_Endzone_56_1.png,1,1,1
57679_003316_Endzone_56_2.png,1,1,1
57679_003316_Endzone_56_3.png,0,0,1
57679_003316_Endzone_56_4.png,0,0,1
57679_003316_Endzone_56_5.png,0,0,1
57679_003316_Endzone_56_6.png,0,0,1
57679_003316_Endzone_56_7.png,0,0,1
57679_003316_Endzone_56_8.png,0,0,1
57679_003316_Endzone_56_9.png,0,0,1
57679_003316_Endzone_56_10.png,0,0,1
57679_003316_Endzone_56_11.png,0,0,1
57679_003316_Endzone_56_12.png,0,0,1
57679_003316_Endzone_56_13.png,0,0,1
57679_003316_Endzone_56_14.png,0,0,1
57679_003316_Endzone_56_15.png,0,0,1
57679_003316_Endzone_56_16.png,0,0,1
57679_003316_Endzone_56_17.png,0,0,1
57679_003316_Endzone_56_18.png,0,0,1
57679_003316_Endzone_68_0.png,0,0,1
57679_003316_Endzone_68_1.png,0,0,1
57679_003316_Endzone_68_2.png,0,0,1
57679_003316_Endzone_68_3.png,0,0,1
57679_003316_Endzone_68_4.png,1,1,1
57679_003316_Endzone_68_5.png,1,1,1
57679_003316_Endzone_68_6.png,0,0,1
57679_003316_Endzone_68_7.png,0,0,1
57679_003316_Endzone_68_8.png,0,0,1
57679_003316_Endzone_68_9.png,0,0,1
57679_003316_Endzone_68_10.png,0,0,1
57679_003316_Endzone_68_11.png,0,0,1
57679_003316_Endzone_68_12.png,0,0,1
57679_003316_Endzone_68_13.png,0,0,1
57679_003316_Endzone_68_14.png,0,0,1
57679_003316_Endzone_68_15.png,0,0,1
57679_003316_Endzone_68_16.png,0,0,1
57679_003316_Endzone_68_17.png,0,0,1
57679_003316_Endzone_68_18.png,0,0,1
57679_003316_Endzone_78_0.png,0,0,1
57679_003316_Endzone_78_1.png,0,0,1
57679_003316_Endzone_78_2.png,0,0,1
57679_003316_Endzone_78_3.png,0,0,1
57679_003316_Endzone_78_4.png,0,0,1
57679_003316_Endzone_78_5.png,0,0,1
57679_003316_Endzone_78_6.png,0,0,1
57679_003316_Endzone_78_7.png,0,0,1
57679_003316_Endzone_78_8.png,0,0,1
57679_003316_Endzone_78_9.png,0,0,1
57679_003316_Endzone_78_10.png,1,1,1
57679_003316_Endzone_78_11.png,0,0,1
57679_003316_Endzone_78_12.png,0,0,1
57679_003316_Endzone_78_13.png,0,0,1
57679_003316_Endzone_78_14.png,0,0,1
57679_003316_Endzone_78_15.png,1,1,1
57679_003316_Endzone_78_16.png,0,0,1
57679_003316_Endzone_78_17.png,0,0,1
57679_003316_Endzone_78_18.png,0,0,1
57679_003316_Endzone_78_19.png,0,0,1
57679_003316_Endzone_80_0.png,0,0,1
57679_003316_Endzone_80_1.png,0,0,1
57679_003316_Endzone_80_2.png,0,0,1
57679_003316_Endzone_80_3.png,0,0,1
57679_003316_Endzone_80_4.png,0,0,1
57679_003316_Endzone_80_5.png,0,0,1
57679_003316_Endzone_80_6.png,0,0,1
57679_003316_Endzone_80_7.png,0,0,1
57679_003316_Endzone_80_8.png,0,0,1
57679_003316_Endzone_80_9.png,1,1,1
57679_003316_Endzone_80_10.png,0,0,1
57679_003316_Endzone_80_11.png,0,0,1
57679_003316_Endzone_80_12.png,1,1,1
57679_003316_Endzone_80_13.png,0,0,1
57679_003316_Endzone_80_14.png,0,0,1
57679_003316_Endzone_80_15.png,0,0,1
57679_003316_Endzone_80_16.png,0,0,1
57679_003316_Endzone_80_17.png,0,0,1
57679_003316_Endzone_80_18.png,0,0,1
57679_003316_Endzone_112_0.png,0,0,1
57679_003316_Endzone_112_1.png,1,1,1
57679_003316_Endzone_112_2.png,0,0,1
57679_003316_Endzone_112_3.png,0,0,1
57679_003316_Endzone_112_4.png,0,0,1
57679_003316_Endzone_112_5.png,0,0,1
57679_003316_Endzone_112_6.png,0,0,1
57679_003316_Endzone_112_7.png,0,0,1
57679_003316_Endzone_112_8.png,0,0,1
57679_003316_Endzone_112_9.png,1,1,1
57679_003316_Endzone_112_10.png,0,0,1
57679_003316_Endzone_112_11.png,0,0,1
57679_003316_Endzone_112_12.png,0,0,1
57679_003316_Endzone_112_13.png,0,0,1
57679_003316_Endzone_112_14.png,0,0,1
57679_003316_Endzone_112_15.png,0,0,1
57679_003316_Endzone_112_16.png,0,0,1
57679_003316_Endzone_112_17.png,0,0,1
57679_003316_Endzone_112_18.png,0,0,1
57679_003316_Endzone_112_19.png,0,0,1
57679_003316_Endzone_112_20.png,0,0,1
57679_003316_Endzone_131_0.png,0,0,1
57679_003316_Endzone_131_1.png,0,0,1
57679_003316_Endzone_131_2.png,0,0,1
57679_003316_Endzone_131_3.png,0,0,1
57679_003316_Endzone_131_4.png,0,0,1
57679_003316_Endzone_131_5.png,0,0,1
57679_003316_Endzone_131_6.png,0,0,1
57679_003316_Endzone_131_7.png,0,0,1
57679_003316_Endzone_131_8.png,0,0,1
57679_003316_Endzone_131_9.png,0,0,1
57679_003316_Endzone_131_10.png,3,1,1
57679_003316_Endzone_131_11.png,0,0,1
57679_003316_Endzone_131_12.png,0,0,1
57679_003316_Endzone_131_13.png,0,0,1
57679_003316_Endzone_131_14.png,0,0,1
57679_003316_Endzone_131_15.png,0,0,1
57679_003316_Endzone_131_16.png,0,0,1
57679_003316_Endzone_131_17.png,0,0,1
57679_003316_Endzone_131_18.png,0,0,1
57679_003316_Endzone_140_0.png,0,0,1
57679_003316_Endzone_140_1.png,1,1,1
57679_003316_Endzone_140_2.png,0,0,1
57679_003316_Endzone_140_3.png,0,0,1
57679_003316_Endzone_140_4.png,0,0,1
57679_003316_Endzone_140_5.png,0,0,1
57679_003316_Endzone_140_6.png,0,0,1
57679_003316_Endzone_140_7.png,0,0,1
57679_003316_Endzone_140_8.png,0,0,1
57679_003316_Endzone_140_9.png,0,0,1
57679_003316_Endzone_140_10.png,0,0,1
57679_003316_Endzone_140_11.png,0,0,1
57679_003316_Endzone_140_12.png,0,0,1
57679_003316_Endzone_140_13.png,0,0,1
57679_003316_Endzone_140_14.png,0,0,1
57679_003316_Endzone_140_15.png,0,0,1
57679_003316_Endzone_140_16.png,0,0,1
57679_003316_Endzone_140_17.png,0,0,1
57679_003316_Endzone_148_0.png,0,0,1
57679_003316_Endzone_148_1.png,0,0,1
57679_003316_Endzone_148_2.png,0,0,1
57679_003316_Endzone_148_3.png,0,0,1
57679_003316_Endzone_148_4.png,0,0,1
57679_003316_Endzone_148_5.png,0,0,1
57679_003316_Endzone_148_6.png,0,0,1
57679_003316_Endzone_148_7.png,0,0,1
57679_003316_Endzone_148_8.png,0,0,1
57679_003316_Endzone_148_9.png,0,0,1
57679_003316_Endzone_148_10.png,0,0,1
57679_003316_Endzone_148_11.png,0,0,1
57679_003316_Endzone_148_12.png,3,1,1
57679_003316_Endzone_148_13.png,0,0,1
57679_003316_Endzone_148_14.png,0,0,1
57679_003316_Endzone_148_15.png,0,0,1
57679_003316_Endzone_148_16.png,0,0,1
57679_003316_Endzone_148_17.png,0,0,1
57679_003316_Endzone_151_0.png,0,0,1
57679_003316_Endzone_151_1.png,1,1,1
57679_003316_Endzone_151_2.png,0,0,1
57679_003316_Endzone_151_3.png,0,0,1
57679_003316_Endzone_151_4.png,1,1,1
57679_003316_Endzone_151_5.png,0,0,1
57679_003316_Endzone_151_6.png,0,0,1
57679_003316_Endzone_151_7.png,0,0,1
57679_003316_Endzone_151_8.png,0,0,1
57679_003316_Endzone_151_9.png,0,0,1
57679_003316_Endzone_151_10.png,0,0,1
57679_003316_Endzone_151_11.png,0,0,1
57679_003316_Endzone_151_12.png,0,0,1
57679_003316_Endzone_151_13.png,0,0,1
57679_003316_Endzone_151_14.png,0,0,1
57679_003316_Endzone_151_15.png,0,0,1
57679_003316_Endzone_151_16.png,0,0,1
57679_003316_Endzone_151_17.png,0,0,1
57679_003316_Endzone_152_0.png,0,0,1
57679_003316_Endzone_152_1.png,0,0,1
57679_003316_Endzone_152_2.png,0,0,1
57679_003316_Endzone_152_3.png,0,0,1
57679_003316_Endzone_152_4.png,0,0,1
57679_003316_Endzone_152_5.png,0,0,1
57679_003316_Endzone_152_6.png,2,1,1
57679_003316_Endzone_152_7.png,0,0,1
57679_003316_Endzone_152_8.png,0,0,1
57679_003316_Endzone_152_9.png,0,0,1
57679_003316_Endzone_152_10.png,0,0,1
57679_003316_Endzone_152_11.png,0,0,1
57679_003316_Endzone_152_12.png,0,0,1
57679_003316_Endzone_152_13.png,0,0,1
57679_003316_Endzone_152_14.png,0,0,1
57679_003316_Endzone_152_15.png,0,0,1
57679_003316_Endzone_152_16.png,0,0,1
57679_003316_Endzone_152_17.png,0,0,1
57679_003316_Endzone_196_0.png,0,0,1
57679_003316_Endzone_196_1.png,0,0,1
57679_003316_Endzone_196_2.png,3,1,1
57679_003316_Endzone_196_3.png,0,0,1
57679_003316_Endzone_196_4.png,0,0,1
57679_003316_Endzone_196_5.png,0,0,1
57679_003316_Endzone_196_6.png,0,0,1
57679_003316_Endzone_196_7.png,0,0,1
57679_003316_Endzone_196_8.png,0,0,1
57679_003316_Endzone_196_9.png,0,0,1
57679_003316_Endzone_196_10.png,0,0,1
57679_003316_Endzone_196_11.png,0,0,1
57679_003316_Endzone_196_12.png,0,0,1
57679_003316_Endzone_207_0.png,0,0,1
57679_003316_Endzone_207_1.png,0,0,1
57679_003316_Endzone_207_2.png,3,1,1
57679_003316_Endzone_207_3.png,0,0,1
57679_003316_Endzone_207_4.png,0,0,1
57679_003316_Endzone_207_5.png,0,0,1
57679_003316_Endzone_207_6.png,0,0,1
57679_003316_Endzone_207_7.png,0,0,1
